0.816	1	3
1.273	2	3
1.566	1	3
1.762	2	3
2.219	2	3
2.660	2	2
2.953	1	2
3.125	2	2
3.430	1	1
3.844	2	2
4.031	2	3
4.281	1	1
4.457	1	1
4.727	1	1
4.910	2	1
5.176	1	1
5.367	1	1
5.613	1	2
5.793	2	1
6.063	1	1
6.238	1	1
6.695	1	2
6.965	1	1
7.172	1	1
7.418	1	1
7.617	1	1
8.066	1	1
8.523	1	2
8.816	1	3
9.000	1	3
9.242	1	3
9.426	1	2
9.711	1	1
9.891	1	1
10.332	2	1
10.805	1	1
11.238	2	1
11.559	1	1
11.734	1	1
12.000	1	2
12.195	1	1
12.465	1	1
12.664	1	1
12.953	1	2
13.113	2	2
13.406	2	3
13.578	2	3
13.852	1	3
14.332	2	3
14.512	2	2
14.805	1	1
15.270	1	3
15.684	1	3
15.871	2	3
16.156	1	3
16.332	2	3
16.609	1	3
16.785	2	3
17.055	2	3
17.238	2	3
17.680	1	3
17.977	1	3
18.574	2	3
18.863	1	3
19.289	1	3
19.484	2	3
19.754	1	3
19.934	2	3
20.191	1	3
20.375	2	3
20.824	1	3
21.293	1	2
21.734	1	2
22.000	1	2
22.207	2	2
22.488	1	2
22.672	2	2
23.113	2	3
23.414	1	3
23.578	2	3
24.027	2	3
24.332	1	3
24.484	2	3
24.762	1	3
24.945	2	3
25.406	1	1
25.867	1	1
26.324	1	3
26.598	1	3
26.793	2	3
27.254	1	3
27.523	1	3
27.707	1	3
27.988	1	3
28.418	1	2
28.609	1	1
29.063	1	1
29.516	1	1
29.973	1	1
30.441	1	2
30.734	1	2
31.195	1	3
31.375	2	3
31.660	1	3
31.820	2	3
32.121	1	3
32.727	2	3
33.043	1	3
33.492	1	3
33.664	1	2
34.117	1	3
34.383	1	2
35.020	1	2
35.473	1	1
35.934	1	1
36.238	1	1
36.688	1	1
37.281	1	2
37.746	2	3
38.039	1	1
38.223	1	1
38.488	1	3
38.684	2	2
38.961	1	3
39.148	1	3
39.426	1	2
39.609	2	2
40.039	1	1
40.500	1	1
40.941	1	1
41.406	1	3
41.695	1	3
41.883	2	3
42.316	2	2
42.770	2	3
43.234	2	2
43.516	1	1
43.719	1	1
44.000	1	3
44.203	2	1
44.387	1	1
44.664	2	2
44.930	1	3
45.121	2	3
45.402	1	3
45.574	2	3
45.844	1	3
46.035	2	2
46.500	1	2
46.938	1	3
47.215	1	3
47.402	2	3
47.684	1	3
47.859	2	3
48.285	2	2
48.727	2	3
49.195	2	3
49.473	1	3
49.664	2	3
50.090	1	3
50.547	1	1
51.000	1	2
51.477	1	3
51.742	1	3
52.371	1	3
52.645	1	3
52.824	2	3
53.273	1	3
53.539	1	3
53.719	2	3
53.980	1	3
54.160	2	3
54.617	1	1
55.043	1	1
55.520	1	2
55.969	1	1
56.273	1	3
56.891	1	3
57.152	1	3
57.785	1	3
58.246	1	1
58.684	1	1
59.141	1	1
59.602	2	3
59.879	1	3
60.055	2	3
60.523	2	3
60.801	1	3
60.965	2	3
61.281	1	2
61.438	2	2
61.898	1	1
62.203	1	3
62.367	1	2
62.820	1	1
63.281	1	2
63.566	1	1
63.898	1	3
64.172	1	2
64.625	1	2
64.898	1	3
65.102	1	3
65.359	1	1
65.535	1	1
65.988	1	1
66.438	1	2
66.711	1	2
66.898	1	2
67.168	1	1
67.344	1	1
67.797	1	2
68.262	1	2
68.523	1	2
68.738	1	2
69.168	1	1
69.418	1	3
69.625	2	2
70.051	1	1
70.512	1	3
70.801	1	2
70.953	2	2
71.242	1	3
71.414	2	3
71.691	1	3
72.145	1	3
72.324	2	2
72.777	2	2
73.043	1	2
73.238	2	1
73.688	2	2
73.961	1	3
74.145	2	3
74.430	1	3
74.605	2	3
75.027	1	3
75.484	2	3
75.945	1	3
76.391	2	3
76.699	1	3
76.859	2	3
77.109	1	3
77.316	1	3
77.578	1	3
77.777	2	3
78.230	1	2
78.488	1	3
78.684	2	3
79.133	1	2
79.594	1	3
79.867	1	3
80.047	1	3
80.504	1	2
80.781	1	2
80.961	2	2
81.426	2	3
81.684	1	3
82.313	1	3
82.574	1	3
82.754	2	3
83.203	1	3
83.441	1	2
83.672	1	1
84.105	2	1
84.594	1	1
85.066	1	3
85.355	1	2
85.535	1	2
85.816	1	3
86.051	1	2
86.355	1	3
86.617	1	2
86.941	1	2
87.242	1	2
87.555	1	3
87.891	1	1
88.285	1	1
88.707	1	1
89.191	1	2
89.617	1	1
89.844	1	1
