1.426	1	3
1.668	1	3
2.168	1	3
2.680	1	3
3.453	1	3
3.816	1	3
5.035	1	3
5.492	1	3
5.746	1	3
6.230	1	3
6.645	2	3
6.852	1	3
7.449	1	3
7.766	1	1
8.262	1	3
8.422	1	3
8.699	1	3
9.441	1	3
9.844	2	2
10.586	2	3
11.012	2	2
11.469	2	3
11.855	1	3
12.254	1	3
12.789	1	3
13.043	1	3
13.430	1	3
13.738	1	3
14.059	1	3
14.648	1	2
14.996	2	1
15.313	2	1
15.836	2	2
16.441	2	3
17.102	2	2
17.441	1	2
17.836	1	3
18.309	2	3
18.883	2	3
19.426	1	2
19.941	1	2
20.246	2	3
20.605	1	2
21.082	2	2
21.891	2	2
22.520	1	3
23.035	1	3
23.340	1	3
23.852	1	3
24.230	1	3
24.594	1	3
25.070	2	3
25.441	1	2
25.684	2	2
25.984	2	1
26.672	2	2
27.043	2	2
27.602	1	3
27.914	2	2
28.313	2	3
29.051	1	1
29.500	2	1
29.820	1	2
30.215	1	2
30.414	1	2
30.668	2	2
30.902	1	3
31.461	1	2
31.820	1	3
32.180	1	3
32.641	1	3
32.910	1	3
33.090	2	3
33.277	1	3
33.512	1	3
33.875	2	1
34.230	2	1
34.523	2	2
35.027	1	2
35.609	2	3
35.793	2	3
36.316	2	2
36.801	1	3
36.996	1	3
37.422	1	3
37.980	1	3
38.668	1	1
39.098	1	1
39.813	2	1
40.043	1	1
40.281	2	3
40.672	1	3
41.047	1	2
41.367	2	2
41.707	1	3
42.219	2	2
42.531	2	3
43.031	1	3
43.441	1	2
43.691	1	1
44.164	1	2
44.613	2	2
45.191	2	3
45.559	2	3
45.875	1	2
46.348	2	2
46.703	2	3
47.113	1	3
47.535	2	3
47.809	1	3
48.258	2	1
48.516	2	1
49.063	1	3
49.422	1	1
49.758	2	1
49.918	2	1
50.629	2	1
51.379	1	3
51.836	1	3
52.160	1	3
52.617	1	3
53.094	2	1
53.473	2	1
53.652	2	1
54.246	1	2
54.586	2	2
54.855	2	2
55.066	2	2
55.547	2	1
56.031	1	3
56.262	1	3
56.711	2	2
57.211	1	3
57.492	2	3
57.844	2	2
58.223	2	1
58.602	1	3
59.020	2	1
59.340	1	1
59.590	1	2
59.883	1	3
60.234	2	1
60.719	2	3
61.031	1	3
61.434	2	3
61.816	1	3
62.645	1	1
63.086	2	1
63.340	2	1
63.820	1	2
64.242	2	2
64.598	2	3
65.117	1	2
65.422	1	1
65.891	1	2
66.203	2	2
66.785	2	2
67.469	1	1
67.855	1	2
68.262	1	3
68.625	1	1
68.996	2	1
69.441	2	3
69.828	2	1
70.316	2	2
70.605	2	3
71.027	2	3
71.316	1	3
71.805	1	3
72.250	1	1
72.828	2	1
73.449	1	2
74.016	2	2
74.238	2	3
74.703	1	1
75.539	1	3
75.809	1	2
76.125	1	1
76.387	1	1
76.703	2	2
77.051	1	1
77.504	2	2
77.852	2	2
78.215	1	2
78.641	2	1
78.809	2	2
79.051	1	3
79.430	1	2
80.168	1	3
80.625	2	2
81.027	2	3
81.461	1	3
81.852	1	3
82.238	2	1
82.516	1	2
82.660	1	3
83.023	2	3
83.383	1	3
83.809	1	3
84.277	1	2
84.793	1	1
84.992	1	3
85.516	1	2
85.957	2	3
86.480	1	3
86.715	1	3
87.109	2	3
87.336	2	3
87.508	2	3
87.730	1	3
88.152	1	1
88.332	2	1
88.598	2	1
88.836	1	1
89.184	1	2
89.684	2	2
89.965	2	2
90.203	1	3
90.547	1	3
90.828	1	3
91.148	2	3
91.539	1	3
91.727	2	2
92.063	1	3
92.352	2	3
92.840	1	3
93.063	1	3
93.531	2	3
93.848	2	3
94.254	1	3
94.406	2	3
95.023	1	3
95.340	1	3
95.586	1	3
95.945	1	3
96.270	1	3
97.004	2	3
97.480	1	3
97.754	1	3
98.207	1	3
98.781	2	1
99.031	2	1
99.352	1	1
99.930	1	3
100.125	1	2
100.398	2	3
100.773	1	3
101.039	1	3
101.793	2	3
102.023	1	3
102.270	1	3
102.598	2	3
103.055	1	3
103.438	1	3
103.723	1	3
104.387	1	3
104.738	1	3
105.230	1	3
105.512	2	3
105.980	1	3
